ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13365053,JH147987,02/10/2024 11:29:00 PM,039XX W GRAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2535,25,36.0,23.0,15,1149688.0,1908858.0,2024,12/21/2024 03:40:46 PM,41.905823414,-87.725582931,"(41.905823414, -87.725582931)"
12816912,JF383810,09/03/2022 09:00:00 AM,008XX S KEDZIE AVE,0810,THEFT,OVER $500,STREET,False,False,1134,11,24.0,27.0,06,1155163.0,1896069.0,2022,01/03/2023 03:40:27 PM,41.870620954,-87.705814756,"(41.870620954, -87.705814756)"
13645269,JH485908,10/28/2024 12:19:00 PM,114XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,531,5,9.0,49.0,06,1178868.0,1828958.0,2024,05/17/2025 03:40:52 PM,41.685953051,-87.620827806,"(41.685953051, -87.620827806)"
12934364,JF524565,12/27/2022 08:29:00 PM,046XX W FOSTER AVE,0330,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,True,False,1712,17,39.0,14.0,03,1144494.0,1934166.0,2022,01/29/2023 03:41:09 PM,41.975370278,-87.744023432,"(41.975370278, -87.744023432)"
13575993,JH402752,08/25/2024 06:00:00 PM,006XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1231,12,34.0,28.0,06,1166491.0,1897094.0,2024,05/17/2025 03:40:52 PM,41.873198864,-87.664196558,"(41.873198864, -87.664196558)"
13239834,JG459390,10/11/2023 06:00:00 AM,009XX W EXCHANGE AVE,0810,THEFT,OVER $500,STREET,False,False,925,9,11.0,61.0,06,1170613.0,1877263.0,2023,10/19/2023 03:42:40 PM,41.818691714,-87.649642415,"(41.818691714, -87.649642415)"
13376336,JH158739,02/20/2024 07:45:00 AM,017XX W JUNEWAY TER,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2422,24,49.0,1.0,08B,1163492.0,1951493.0,2024,12/21/2024 03:40:46 PM,42.022536147,-87.673670147,"(42.022536147, -87.673670147)"
12218503,JD428214,11/11/2020 01:18:00 PM,048XX W WEST END AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1532,15,28.0,25.0,26,1143930.0,1900542.0,2020,12/17/2020 03:40:05 PM,41.883113353,-87.746943117,"(41.883113353, -87.746943117)"
12791292,JF353528,08/12/2022 12:02:00 AM,107XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,513,5,9.0,49.0,14,1180152.0,1833778.0,2022,01/03/2023 03:40:27 PM,41.69915057,-87.615980428,"(41.69915057, -87.615980428)"
13482410,JH290642,06/03/2024 04:05:00 PM,016XX W 63RD ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,False,False,714,7,16.0,67.0,04A,1166562.0,1862929.0,2024,05/17/2025 03:40:52 PM,41.779445024,-87.664911803,"(41.779445024, -87.664911803)"
13744894,JJ144655,02/07/2025 03:00:00 PM,016XX S AVERS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1014,10,24.0,29.0,08A,1151007.0,1891607.0,2025,05/17/2025 03:40:52 PM,41.858459065,-87.721189746,"(41.858459065, -87.721189746)"
13241107,JG460999,10/11/2023 08:30:00 PM,006XX W MONROE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,121,1,34.0,28.0,07,1172202.0,1899815.0,2023,10/19/2023 03:42:40 PM,41.880541389,-87.643148513,"(41.880541389, -87.643148513)"
12798923,JF362286,08/19/2022 12:00:00 AM,002XX W 37TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,915,9,3.0,34.0,14,1175050.0,1880426.0,2022,01/03/2023 03:40:27 PM,41.827273233,-87.633271463,"(41.827273233, -87.633271463)"
13015173,JG190523,03/18/2023 04:00:00 PM,076XX S CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,833,8,18.0,65.0,07,1145727.0,1853720.0,2023,08/19/2023 03:40:26 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
11942733,JD105489,01/05/2020 07:10:00 PM,012XX N PULASKI RD,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,True,False,2534,25,37.0,23.0,18,1149488.0,1908146.0,2020,01/12/2020 03:40:24 PM,41.903873501,-87.726336115,"(41.903873501, -87.726336115)"
12648883,JF181629,03/21/2022 02:20:00 PM,056XX W BELMONT AVE,0850,THEFT,ATTEMPT THEFT,GROCERY FOOD STORE,False,False,1633,16,30.0,15.0,06,1138058.0,1920707.0,2022,01/03/2023 03:40:27 PM,41.938556557,-87.768017693,"(41.938556557, -87.768017693)"
12890461,JF471663,11/12/2022 03:30:00 AM,061XX S KEDZIE AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,STREET,False,False,823,8,14.0,66.0,03,1156102.0,1863920.0,2022,08/27/2023 03:41:54 PM,41.78238119,-87.703233008,"(41.78238119, -87.703233008)"
13084988,JG274830,05/25/2023 03:55:00 PM,049XX N KOLMAR AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,True,1712,17,39.0,14.0,26,1144533.0,1932660.0,2023,08/19/2023 03:40:26 PM,41.971236964,-87.743918117,"(41.971236964, -87.743918117)"
12159554,JD359333,09/06/2020 11:00:00 PM,047XX S LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,814,8,22.0,56.0,14,1143825.0,1872740.0,2020,09/13/2020 03:42:34 PM,41.806822768,-87.748024464,"(41.806822768, -87.748024464)"
13721317,JJ116049,01/15/2025 02:20:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1913,19,46.0,3.0,06,1168469.0,1929861.0,2025,05/17/2025 03:40:52 PM,41.963070794,-87.655984213,"(41.963070794, -87.655984213)"
12255455,JD471370,12/27/2020 04:00:00 AM,091XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,634,6,21.0,49.0,14,1175648.0,1843862.0,2020,01/03/2021 03:40:32 PM,41.726924239,-87.632171275,"(41.726924239, -87.632171275)"
12407277,JE281769,06/18/2021 02:00:00 PM,010XX W 15TH ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,False,False,1232,12,11.0,28.0,11,1169613.0,1892919.0,2021,06/30/2021 03:40:31 PM,41.86167498,-87.652855748,"(41.86167498, -87.652855748)"
13630045,JH467435,10/13/2024 11:35:00 PM,063XX S TALMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,825,8,16.0,66.0,14,1159798.0,1862528.0,2024,05/17/2025 03:40:52 PM,41.778486226,-87.689720531,"(41.778486226, -87.689720531)"
13036269,JG216312,04/09/2023 05:00:00 AM,009XX S INDEPENDENCE BLVD,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,1133,11,24.0,29.0,02,1151402.0,1895654.0,2023,08/19/2023 03:40:26 PM,41.869556765,-87.71963364,"(41.869556765, -87.71963364)"
13013368,JG189212,03/17/2023 04:30:00 PM,002XX S WACKER DR,1330,CRIMINAL TRESPASS,TO LAND,OTHER (SPECIFY),False,False,122,1,42.0,32.0,26,1173971.0,1899133.0,2023,08/19/2023 03:40:26 PM,41.878630716,-87.636673298,"(41.878630716, -87.636673298)"
12670131,JF207168,04/13/2022 09:28:00 PM,062XX S ASHLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,713,7,16.0,67.0,15,1166739.0,1863376.0,2022,01/03/2023 03:40:27 PM,41.780667871,-87.664250148,"(41.780667871, -87.664250148)"
12864843,JF441169,10/19/2022 08:57:00 PM,035XX W 12TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1021,10,24.0,29.0,15,1152926.0,1894060.0,2022,01/03/2023 03:40:27 PM,41.865152616,-87.714080792,"(41.865152616, -87.714080792)"
13285622,JG514128,11/21/2023 10:00:00 PM,039XX W GRENSHAW ST,0890,THEFT,FROM BUILDING,STREET,False,False,1132,11,24.0,29.0,06,1150348.0,1894752.0,2023,11/29/2023 03:40:59 PM,41.867102185,-87.72352672,"(41.867102185, -87.72352672)"
12876598,JF455297,10/30/2022 02:00:00 AM,040XX N RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,1724,17,33.0,16.0,07,1155993.0,1926798.0,2022,01/03/2023 03:40:27 PM,41.954927203,-87.701937019,"(41.954927203, -87.701937019)"
12886778,JF467524,11/08/2022 07:30:00 AM,014XX E MARQUETTE RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,321,3,5.0,42.0,07,1186970.0,1861527.0,2022,01/03/2023 03:40:27 PM,41.775138148,-87.590138899,"(41.775138148, -87.590138899)"
12267013,JE109979,12/28/2020 12:30:00 PM,011XX E 81ST ST,0560,ASSAULT,SIMPLE,STREET,False,True,411,4,8.0,45.0,08A,1185372.0,1851526.0,2020,01/14/2021 03:39:51 PM,41.7477322,-87.596310995,"(41.7477322, -87.596310995)"
12586820,JF106179,01/07/2022 03:15:00 PM,101XX S AVENUE N,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,432,4,10.0,52.0,08B,1201162.0,1838245.0,2022,01/03/2023 03:40:27 PM,41.710902447,-87.538902014,"(41.710902447, -87.538902014)"
12369117,JE233725,05/17/2021 01:55:00 PM,010XX W BUENA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1915,19,46.0,3.0,11,1168359.0,1928165.0,2021,05/24/2021 03:40:54 PM,41.958419296,-87.656437899,"(41.958419296, -87.656437899)"
13301059,JG532869,12/08/2023 02:58:00 AM,062XX S MOZART ST,0820,THEFT,$500 AND UNDER,STREET,False,False,823,8,15.0,66.0,06,1158451.0,1863144.0,2023,12/16/2023 03:46:14 PM,41.780204177,-87.694641976,"(41.780204177, -87.694641976)"
12573967,JE485094,12/21/2021 03:55:00 PM,029XX N BROADWAY,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SIDEWALK,True,False,1934,19,44.0,6.0,11,1171738.0,1919978.0,2021,12/28/2021 03:43:54 PM,41.93587997,-87.644257498,"(41.93587997, -87.644257498)"
13849683,JJ271914,01/24/2025 08:00:00 AM,091XX S PERRY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,634,6,9.0,49.0,11,,,2025,05/28/2025 03:43:46 PM,,,
12087348,JD274925,06/20/2020 12:50:00 PM,021XX W 22nd Pl,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1034,10,25.0,31.0,06,1162423.0,1889051.0,2020,06/27/2020 03:40:54 PM,41.851214157,-87.679357079,"(41.851214157, -87.679357079)"
12950809,JG114287,01/13/2023 04:38:00 AM,027XX N HARLEM AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,CONVENIENCE STORE,False,False,2512,25,29.0,18.0,03,1127616.0,1917562.0,2023,08/19/2023 03:40:26 PM,41.930108831,-87.806466288,"(41.930108831, -87.806466288)"
13138647,JG338522,07/12/2023 05:24:00 PM,035XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1413,14,35.0,22.0,06,1152517.0,1915731.0,2023,08/19/2023 03:40:26 PM,41.924628067,-87.715008921,"(41.924628067, -87.715008921)"
12207208,JD415286,10/26/2020 11:30:00 AM,017XX W 79TH ST,0870,THEFT,POCKET-PICKING,OTHER (SPECIFY),False,False,611,6,17.0,71.0,06,1166302.0,1852315.0,2020,12/17/2020 03:40:05 PM,41.750324322,-87.666166809,"(41.750324322, -87.666166809)"
12423130,JE301013,07/14/2021 05:00:00 AM,010XX N MASON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1511,15,29.0,25.0,14,1136507.0,1906348.0,2021,08/15/2021 03:39:31 PM,41.899181718,-87.774062229,"(41.899181718, -87.774062229)"
13419688,JH213404,04/05/2024 09:00:00 AM,001XX N PARKSIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,15,29.0,25.0,08B,1138578.0,1900413.0,2024,12/21/2024 03:40:46 PM,41.88285803,-87.766599362,"(41.88285803, -87.766599362)"
12757469,JF313203,07/11/2022 09:15:00 AM,030XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,1933,19,32.0,6.0,14,1166196.0,1920261.0,2022,01/03/2023 03:40:27 PM,41.936776964,-87.664616573,"(41.936776964, -87.664616573)"
12534259,JE437176,11/07/2021 03:10:00 PM,028XX N SACRAMENTO AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1411,14,33.0,21.0,08A,1155891.0,1918630.0,2021,11/14/2021 03:40:16 PM,41.932515712,-87.702532962,"(41.932515712, -87.702532962)"
13628771,JH466062,10/12/2024 04:00:00 PM,017XX W WINNEMAC AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2032,20,47.0,3.0,11,1163713.0,1933582.0,2024,05/17/2025 03:40:52 PM,41.973383207,-87.673364882,"(41.973383207, -87.673364882)"
13245898,JG466690,10/16/2023 09:00:00 AM,058XX S ARTESIAN AVE,0810,THEFT,OVER $500,STREET,False,False,824,8,15.0,63.0,06,1161032.0,1866014.0,2023,10/24/2023 03:41:36 PM,41.788026852,-87.685100241,"(41.788026852, -87.685100241)"
12439794,JE321573,07/31/2021 10:50:00 PM,033XX S DAMEN AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,912,9,12.0,59.0,08B,1163570.0,1882275.0,2021,08/07/2021 03:40:24 PM,41.832596069,-87.675337862,"(41.832596069, -87.675337862)"
13211619,JG425502,09/15/2023 04:19:00 PM,116XX S AVENUE J,0560,ASSAULT,SIMPLE,STREET,False,False,433,4,10.0,55.0,08A,1202578.0,1828409.0,2023,09/23/2023 03:42:06 PM,41.683875653,-87.534050733,"(41.683875653, -87.534050733)"
13047633,JG230112,04/19/2023 07:54:00 PM,035XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1925,19,46.0,6.0,06,1171076.0,1923738.0,2023,08/19/2023 03:40:26 PM,41.946212132,-87.646579678,"(41.946212132, -87.646579678)"
12698985,JF242429,05/14/2022 06:32:00 PM,020XX E 71ST ST,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,SIDEWALK,True,False,331,3,5.0,43.0,18,1190856.0,1858321.0,2022,01/03/2023 03:40:27 PM,41.766247597,-87.575997062,"(41.766247597, -87.575997062)"
12854878,JF429284,09/27/2022 09:25:00 PM,012XX S WABASH AVE,0460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,131,1,3.0,33.0,08B,1176963.0,1894850.0,2022,01/03/2023 03:40:27 PM,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
12785948,JF347128,08/06/2022 11:00:00 AM,087XX S ESCANABA AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False,423,4,10.0,46.0,06,1196908.0,1847501.0,2022,01/03/2023 03:40:27 PM,41.736408358,-87.554173909,"(41.736408358, -87.554173909)"
11985514,JD157083,02/18/2020 10:00:00 AM,020XX E 72ND PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,333,3,5.0,43.0,11,1191041.0,1857297.0,2020,02/25/2020 03:42:03 PM,41.763433187,-87.575352056,"(41.763433187, -87.575352056)"
12814257,JF380721,09/02/2022 02:30:00 PM,039XX N BROADWAY,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,False,False,1923,19,46.0,6.0,11,1170128.0,1926466.0,2022,01/03/2023 03:40:27 PM,41.953718654,-87.649984242,"(41.953718654, -87.649984242)"
12010691,JD184164,03/13/2020 10:00:00 AM,079XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,623,6,17.0,44.0,08B,1177321.0,1852193.0,2020,03/20/2020 03:41:59 PM,41.749747979,-87.625792004,"(41.749747979, -87.625792004)"
12371207,JE236947,05/20/2021 10:30:00 PM,015XX N MILWAUKEE AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1424,14,1.0,24.0,04A,1163090.0,1910347.0,2021,05/27/2021 03:41:07 PM,41.909638227,-87.67631067,"(41.909638227, -87.67631067)"
13347169,JH126923,01/24/2024 05:30:00 PM,004XX E ILLINOIS ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1834,18,42.0,8.0,06,1179341.0,1903709.0,2024,12/21/2024 03:40:46 PM,41.891066178,-87.616815708,"(41.891066178, -87.616815708)"
12265245,JE107866,01/08/2021 06:00:00 PM,086XX W FOSTER AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,1614,16,41.0,76.0,06,1117895.0,1933418.0,2021,01/16/2021 03:39:23 PM,41.973778121,-87.841855302,"(41.973778121, -87.841855302)"
12282874,JE128626,01/31/2021 06:50:00 PM,103XX S COTTAGE GROVE AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,False,False,512,5,9.0,50.0,03,1182642.0,1836377.0,2021,02/07/2021 03:40:30 PM,41.706225289,-87.606782977,"(41.706225289, -87.606782977)"
12385698,JE255015,06/05/2021 12:00:00 PM,029XX S SHIELDS AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,914,9,11.0,34.0,05,1174441.0,1885122.0,2021,06/12/2021 03:40:11 PM,41.840173047,-87.635365787,"(41.840173047, -87.635365787)"
12627493,JF155331,02/23/2022 01:30:00 AM,044XX N KASSON AVE,0810,THEFT,OVER $500,STREET,False,False,1722,17,39.0,14.0,06,1148416.0,1929377.0,2022,01/03/2023 03:40:27 PM,41.962153981,-87.729724807,"(41.962153981, -87.729724807)"
12954676,JG118898,01/16/2023 11:49:00 PM,046XX N WOLCOTT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,1912,19,47.0,4.0,26,1162982.0,1930894.0,2023,08/19/2023 03:40:26 PM,41.966022644,-87.676128759,"(41.966022644, -87.676128759)"
12659654,JF194684,04/02/2022 10:30:00 AM,058XX W BELDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2515,25,36.0,19.0,14,1136930.0,1914688.0,2022,01/03/2023 03:40:27 PM,41.922060096,-87.772308171,"(41.922060096, -87.772308171)"
13466581,JH271079,05/20/2024 11:00:00 AM,033XX E 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,424,4,10.0,46.0,08B,1200138.0,1845262.0,2024,05/17/2025 03:40:52 PM,41.730183523,-87.542415942,"(41.730183523, -87.542415942)"
12798161,JF361586,08/17/2022 10:00:00 PM,063XX S DR MARTIN LUTHER KING JR DR,0880,THEFT,PURSE-SNATCHING,STREET,False,False,312,3,20.0,69.0,06,1180011.0,1862998.0,2022,01/03/2023 03:40:27 PM,41.779336915,-87.615604409,"(41.779336915, -87.615604409)"
13802531,JJ213998,04/10/2025 06:00:00 PM,064XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1611,16,45.0,10.0,14,1132296.0,1942420.0,2025,05/17/2025 03:40:52 PM,41.9982415,-87.788687473,"(41.9982415, -87.788687473)"
12424074,JE302266,07/11/2021 07:00:00 PM,067XX S PAULINA ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,725,7,16.0,67.0,06,1166171.0,1860025.0,2021,07/18/2021 03:40:15 PM,41.771484402,-87.666427817,"(41.771484402, -87.666427817)"
11951310,JD115432,01/14/2020 02:48:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1913,19,46.0,3.0,06,1168469.0,1929861.0,2020,01/21/2020 03:40:49 PM,41.963070794,-87.655984213,"(41.963070794, -87.655984213)"
12437140,JE318245,07/28/2021 10:30:00 PM,029XX N ALBANY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1411,14,33.0,21.0,05,1155201.0,1919415.0,2021,08/04/2021 03:41:09 PM,41.934683713,-87.705047503,"(41.934683713, -87.705047503)"
13565781,JH389060,08/14/2024 09:00:00 PM,047XX S ASHLAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,False,False,931,9,20.0,61.0,02,1166467.0,1873388.0,2024,05/17/2025 03:40:52 PM,41.808147803,-87.664961971,"(41.808147803, -87.664961971)"
13510219,JH323383,06/24/2024 09:50:00 AM,033XX N NAGLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1632,16,38.0,17.0,11,1132786.0,1921525.0,2024,05/17/2025 03:40:52 PM,41.940895006,-87.787374723,"(41.940895006, -87.787374723)"
13430791,JH227046,04/16/2024 08:10:00 AM,036XX W 26TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,CONVENIENCE STORE,False,False,1013,10,22.0,30.0,04A,1152337.0,1886479.0,2024,12/21/2024 03:40:46 PM,41.844361092,-87.716442982,"(41.844361092, -87.716442982)"
13527141,JH344198,07/12/2024 05:10:00 PM,067XX S MAPLEWOOD AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,RESIDENCE,False,True,832,8,16.0,66.0,20,1160534.0,1859920.0,2024,05/17/2025 03:40:52 PM,41.771314358,-87.687094141,"(41.771314358, -87.687094141)"
13127508,JG324832,07/02/2023 03:00:00 AM,062XX S LAKE SHORE DR,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,331,3,5.0,42.0,05,1191126.0,1863760.0,2023,08/19/2023 03:40:26 PM,41.781166098,-87.574831604,"(41.781166098, -87.574831604)"
13621313,JH456833,10/05/2024 03:19:00 PM,002XX E 43RD ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SMALL RETAIL STORE,True,False,213,2,3.0,38.0,08B,1178426.0,1876553.0,2024,05/17/2025 03:40:52 PM,41.816569249,-87.621003344,"(41.816569249, -87.621003344)"
12043312,JD223841,03/10/2020 07:30:00 AM,066XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,322,3,20.0,69.0,07,1178084.0,1860923.0,2020,05/07/2020 03:42:22 PM,41.773686818,-87.622731804,"(41.773686818, -87.622731804)"
13010115,JG185494,03/14/2023 11:00:00 AM,021XX W HURON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1221,12,1.0,24.0,11,1162044.0,1904654.0,2023,08/19/2023 03:40:26 PM,41.89403812,-87.680312422,"(41.89403812, -87.680312422)"
13150034,JG352431,07/22/2023 01:00:00 AM,097XX S YATES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,431,4,7.0,51.0,14,1194107.0,1840901.0,2023,08/19/2023 03:40:26 PM,41.718366483,-87.564651547,"(41.718366483, -87.564651547)"
13179193,JG385686,08/16/2023 05:30:00 PM,082XX S ESSEX AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,423,4,7.0,46.0,07,1194274.0,1850893.0,2023,08/24/2023 03:42:05 PM,41.745781325,-87.563712661,"(41.745781325, -87.563712661)"
12344079,JE203856,04/19/2021 12:50:00 PM,097XX S PRINCETON AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,511,5,21.0,49.0,04A,1176007.0,1840275.0,2021,04/26/2021 03:41:35 PM,41.717072995,-87.630963422,"(41.717072995, -87.630963422)"
12761389,JF317795,07/14/2022 07:00:00 PM,072XX W CLARENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1612,16,41.0,10.0,14,1126734.0,1941013.0,2022,01/03/2023 03:40:27 PM,41.994475815,-87.809180332,"(41.994475815, -87.809180332)"
13438327,JH236273,04/23/2024 03:00:00 PM,010XX W MAXWELL ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1232,12,28.0,28.0,06,,,2024,04/25/2025 03:41:03 PM,,,
13572680,JH398571,08/23/2024 02:32:00 AM,022XX E 84TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,412,4,7.0,46.0,14,1192484.0,1849714.0,2024,05/17/2025 03:40:52 PM,41.742589792,-87.570309755,"(41.742589792, -87.570309755)"
13530518,JH348020,07/15/2024 01:15:00 PM,0000X W WACKER DR,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,111,1,42.0,32.0,06,1176020.0,1902133.0,2024,05/17/2025 03:40:52 PM,41.886817001,-87.629059469,"(41.886817001, -87.629059469)"
12574507,JE485590,12/16/2021 09:00:00 AM,008XX W AINSLIE ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,2024,20,46.0,3.0,11,1169733.0,1932990.0,2021,12/24/2021 03:39:27 PM,41.971629349,-87.651245382,"(41.971629349, -87.651245382)"
12192561,JD398535,09/27/2020 12:00:00 PM,019XX N NEWCASTLE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,False,False,2513,25,29.0,25.0,26,1130448.0,1912196.0,2020,10/16/2020 03:41:11 PM,41.915335633,-87.796182704,"(41.915335633, -87.796182704)"
12721774,JF269967,05/04/2022 05:00:00 PM,057XX S THROOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,713,7,16.0,67.0,07,1168636.0,1866805.0,2022,01/03/2023 03:40:27 PM,41.790036743,-87.657196537,"(41.790036743, -87.657196537)"
12412910,JE288690,07/01/2021 07:40:00 PM,009XX W GRACE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1923,19,46.0,6.0,06,1169499.0,1925528.0,2021,07/08/2021 03:41:09 PM,41.951158487,-87.652323897,"(41.951158487, -87.652323897)"
12742065,JF292479,06/24/2022 02:00:00 PM,005XX N NOBLE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESTAURANT,False,False,1215,12,1.0,24.0,26,1166959.0,1903842.0,2022,01/03/2023 03:40:27 PM,41.891705865,-87.662284585,"(41.891705865, -87.662284585)"
12720338,JF268047,06/05/2022 12:23:00 AM,113XX S CENTRAL PARK AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,2211,22,19.0,74.0,03,1154398.0,1829156.0,2022,01/03/2023 03:40:27 PM,41.687016864,-87.710402905,"(41.687016864, -87.710402905)"
12655829,JF189159,03/28/2022 11:05:00 AM,061XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,311,3,20.0,40.0,04A,1178651.0,1864351.0,2022,01/03/2023 03:40:27 PM,41.783080724,-87.620549159,"(41.783080724, -87.620549159)"
