ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12331123,JE188237,04/03/2021 12:33:00 PM,069XX S LAFLIN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,734,7,16.0,67.0,05,1167536.0,1858631.0,2021,04/10/2021 03:41:27 PM,41.767629931,-87.661464102,"(41.767629931, -87.661464102)"
13302916,JG535166,11/28/2023 03:45:00 AM,084XX S KARLOV AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,834,8,18.0,70.0,04B,1150539.0,1848380.0,2023,12/12/2023 03:58:14 PM,41.739846885,-87.72403233,"(41.739846885, -87.72403233)"
13335625,JH112484,01/11/2024 03:40:00 PM,042XX W BARRY AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2523,25,31.0,20.0,07,1147110.0,1920266.0,2024,12/21/2024 03:40:46 PM,41.937177792,-87.734760421,"(41.937177792, -87.734760421)"
13279504,JG506033,07/25/2023 01:40:00 PM,023XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1414,14,1.0,22.0,11,1156701.0,1915644.0,2023,11/18/2023 03:39:49 PM,41.924305513,-87.699637394,"(41.924305513, -87.699637394)"
11987667,JD159656,02/21/2020 10:30:00 AM,033XX W FLOURNOY ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,True,1134,11,24.0,27.0,08A,1154242.0,1896836.0,2020,02/28/2020 03:41:24 PM,41.87274411,-87.709175599,"(41.87274411, -87.709175599)"
12048944,JD230272,05/11/2020 09:30:00 PM,004XX E 50TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,223,2,3.0,38.0,14,1179982.0,1871628.0,2020,05/19/2020 03:40:10 PM,41.803019099,-87.615446536,"(41.803019099, -87.615446536)"
13775689,JJ181834,03/14/2025 11:09:00 PM,054XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,STREET,False,False,1522,15,29.0,25.0,08B,1139805.0,1900211.0,2025,05/17/2025 03:40:52 PM,41.882281393,-87.76209864,"(41.882281393, -87.76209864)"
12150919,JD350065,08/30/2020 01:00:00 AM,132XX S AVENUE O,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,433,4,10.0,55.0,08B,1201081.0,1817765.0,2020,09/06/2020 03:42:29 PM,41.654705401,-87.539889378,"(41.654705401, -87.539889378)"
12302633,JE153784,02/27/2021 08:30:00 AM,007XX E 43RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,214,2,4.0,38.0,08B,1181994.0,1876665.0,2021,09/07/2021 03:41:02 PM,41.816794675,-87.607911756,"(41.816794675, -87.607911756)"
12962880,JG128464,01/24/2023 11:00:00 PM,077XX N ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2422,24,49.0,1.0,07,1164297.0,1951204.0,2023,08/19/2023 03:40:26 PM,42.021726063,-87.670715935,"(42.021726063, -87.670715935)"
13173106,JG379513,08/12/2023 03:00:00 AM,039XX W AUGUSTA BLVD,0330,ROBBERY,AGGRAVATED,STREET,False,False,1112,11,37.0,23.0,03,1149765.0,1906384.0,2023,08/19/2023 03:41:54 PM,41.899033013,-87.725364487,"(41.899033013, -87.725364487)"
12838610,JF409818,09/25/2022 08:40:00 AM,034XX W POLK ST,0810,THEFT,OVER $500,STREET,False,False,1133,11,24.0,27.0,06,1153581.0,1896158.0,2022,01/03/2023 03:40:27 PM,41.870896768,-87.711620477,"(41.870896768, -87.711620477)"
13083358,JG273009,05/23/2023 02:00:00 PM,034XX W 62ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,823,8,14.0,66.0,07,1154488.0,1863298.0,2023,08/19/2023 03:40:26 PM,41.780706632,-87.709166999,"(41.780706632, -87.709166999)"
12596211,JF117498,01/19/2022 05:00:00 AM,067XX S CHAPPEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,331,3,5.0,43.0,08A,1191038.0,1860705.0,2022,01/03/2023 03:40:27 PM,41.77278508,-87.575252959,"(41.77278508, -87.575252959)"
13309462,JG543089,12/15/2023 07:00:00 PM,005XX E 33RD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,211,2,4.0,35.0,14,1180708.0,1882808.0,2023,12/23/2023 03:40:49 PM,41.83368122,-87.612439993,"(41.83368122, -87.612439993)"
12037544,JD217268,04/25/2020 09:00:00 AM,048XX W BELDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2522,25,31.0,19.0,07,1143801.0,1914862.0,2020,05/02/2020 03:41:59 PM,41.922411442,-87.747057446,"(41.922411442, -87.747057446)"
12171146,JD373595,09/19/2020 07:30:00 PM,003XX E LOWER WACKER DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,114,1,42.0,32.0,07,1178608.0,1902460.0,2020,09/26/2020 03:40:42 PM,41.887655627,-87.619545777,"(41.887655627, -87.619545777)"
13543257,JH363438,07/27/2024 12:20:00 AM,027XX S ST LOUIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1032,10,22.0,30.0,06,1153479.0,1885497.0,2024,05/17/2025 03:40:52 PM,41.841643778,-87.712278063,"(41.841643778, -87.712278063)"
11993792,JD166081,02/26/2020 08:00:00 AM,005XX N RACINE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1214,12,27.0,24.0,05,1168290.0,1903800.0,2020,03/04/2020 04:26:56 PM,41.891561946,-87.657397666,"(41.891561946, -87.657397666)"
12719173,JF266443,06/02/2022 11:55:00 AM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,123,1,4.0,32.0,06,1175696.0,1895352.0,2022,01/03/2023 03:40:27 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
12065564,JD249751,05/18/2020 08:00:00 PM,132XX S INDIANA AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,AUTO / BOAT / RV DEALERSHIP,False,False,533,5,9.0,54.0,02,1179935.0,1817750.0,2020,06/04/2020 03:40:40 PM,41.655172319,-87.617262702,"(41.655172319, -87.617262702)"
12163414,JD363641,09/08/2020 12:00:00 PM,020XX S BLUE ISLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1235,12,25.0,31.0,08B,1166638.0,1890355.0,2020,09/16/2020 03:40:24 PM,41.854703323,-87.663849798,"(41.854703323, -87.663849798)"
12483622,JE374115,09/11/2021 01:15:00 PM,0000X E GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1834,18,42.0,8.0,11,1176796.0,1903917.0,2021,09/18/2021 03:40:08 PM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
13037868,JG217928,03/31/2023 03:00:00 PM,011XX W GRAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1214,12,27.0,24.0,11,1168832.0,1903637.0,2023,08/19/2023 03:40:26 PM,41.891102929,-87.655411891,"(41.891102929, -87.655411891)"
13559256,JH382548,08/01/2024 05:00:00 PM,006XX S COLUMBUS DR,0810,THEFT,OVER $500,STREET,False,False,114,1,42.0,32.0,06,1178373.0,1897395.0,2024,05/17/2025 03:40:52 PM,41.873762361,-87.620563238,"(41.873762361, -87.620563238)"
12578648,JE490640,11/01/2020 12:01:00 AM,034XX W POLK ST,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,True,False,1133,11,24.0,27.0,17,1153635.0,1896159.0,2020,02/27/2022 03:39:45 PM,41.870898439,-87.711422196,"(41.870898439, -87.711422196)"
12339665,JE197801,04/12/2021 05:30:00 PM,082XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4,7.0,46.0,14,1194940.0,1850789.0,2021,04/19/2021 03:41:36 PM,41.745479568,-87.561275775,"(41.745479568, -87.561275775)"
12636725,JF167307,03/07/2022 10:00:00 PM,023XX S THROOP ST,0610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1235,12,25.0,31.0,05,1168069.0,1888726.0,2022,01/03/2023 03:40:27 PM,41.850202466,-87.658644419,"(41.850202466, -87.658644419)"
12973187,JG141084,02/05/2023 01:09:00 AM,053XX W NELSON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2514,25,31.0,19.0,08B,1140322.0,1919763.0,2023,08/19/2023 03:40:26 PM,41.935924855,-87.759720058,"(41.935924855, -87.759720058)"
12944130,JG106620,01/06/2023 01:56:00 PM,017XX N KEDVALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2534,25,26.0,20.0,06,1148450.0,1911204.0,2023,08/19/2023 03:40:26 PM,41.912285051,-87.730069975,"(41.912285051, -87.730069975)"
12195688,JD402110,10/11/2020 09:00:00 AM,022XX W LELAND AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,1911,19,47.0,4.0,11,1160279.0,1931163.0,2020,12/17/2020 03:40:05 PM,41.966817256,-87.686059707,"(41.966817256, -87.686059707)"
13243375,JG463717,10/14/2023 06:30:00 PM,015XX E 53RD ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,234,2,4.0,41.0,06,1187505.0,1870429.0,2023,10/22/2023 03:43:44 PM,41.799553224,-87.587894753,"(41.799553224, -87.587894753)"
13553559,JH375747,08/04/2024 09:42:00 AM,078XX S EAST END AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,414,4,8.0,43.0,08A,1188898.0,1853324.0,2024,05/17/2025 03:40:52 PM,41.752582473,-87.583333407,"(41.752582473, -87.583333407)"
12256974,JD473107,12/29/2020 08:45:00 PM,002XX S HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1225,12,27.0,28.0,14,1162442.0,1898914.0,2020,01/05/2021 03:40:53 PM,41.878278759,-87.67901144,"(41.878278759, -87.67901144)"
12990041,JG160295,02/20/2023 02:30:00 PM,016XX S MILLER ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,1235,12,25.0,31.0,06,1169793.0,1891995.0,2023,08/19/2023 03:40:26 PM,41.859135533,-87.652221912,"(41.859135533, -87.652221912)"
13765876,JJ168991,11/01/2024 12:01:00 AM,054XX N NORTHWEST HWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1622,16,45.0,11.0,11,1136005.0,1935425.0,2024,05/17/2025 03:40:52 PM,41.978981089,-87.77521076,"(41.978981089, -87.77521076)"
12639437,JF170506,03/09/2022 09:00:00 AM,025XX N MAJOR AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2515,25,30.0,19.0,11,1137955.0,1916226.0,2022,01/03/2023 03:40:27 PM,41.926262076,-87.768504744,"(41.926262076, -87.768504744)"
13429485,JH225388,04/14/2024 10:37:00 PM,006XX N LATROBE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1524,15,37.0,25.0,14,1141249.0,1903697.0,2024,12/21/2024 03:40:46 PM,41.891820909,-87.756710173,"(41.891820909, -87.756710173)"
13707783,JH561596,12/31/2024 08:10:00 AM,050XX S WASHINGTON PARK CT,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,223,2,20.0,38.0,07,1180108.0,1871533.0,2024,05/17/2025 03:40:52 PM,41.802755522,-87.614987352,"(41.802755522, -87.614987352)"
12145925,JD344188,08/24/2020 10:19:00 PM,069XX S JUSTINE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,734,7,16.0,67.0,05,1167201.0,1858757.0,2020,08/31/2020 03:42:03 PM,41.767982866,-87.662688425,"(41.767982866, -87.662688425)"
13441106,JH239608,04/26/2024 09:30:00 AM,026XX S CALIFORNIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1033,10,24.0,30.0,07,1158126.0,1886449.0,2024,12/21/2024 03:40:46 PM,41.844162699,-87.695199039,"(41.844162699, -87.695199039)"
13652863,JH495045,10/26/2024 09:10:00 PM,060XX S WHIPPLE ST,0810,THEFT,OVER $500,RESIDENCE,False,False,823,8,15.0,66.0,06,1157082.0,1864514.0,2024,05/17/2025 03:40:52 PM,41.783991449,-87.699623971,"(41.783991449, -87.699623971)"
13677448,JH524280,11/28/2024 12:10:00 PM,006XX E 89TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,633,6,8.0,44.0,04A,1182132.0,1845777.0,2024,05/17/2025 03:40:52 PM,41.732031838,-87.60836069,"(41.732031838, -87.60836069)"
13597381,JH428356,09/09/2024 09:00:00 AM,027XX N PINE GROVE AVE,0810,THEFT,OVER $500,STREET,False,False,1935,19,43.0,7.0,06,1172699.0,1918473.0,2024,05/17/2025 03:40:52 PM,41.931728941,-87.640770457,"(41.931728941, -87.640770457)"
13255974,JG478422,10/25/2023 06:29:00 PM,077XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,False,False,624,6,8.0,69.0,08B,1182903.0,1853956.0,2023,11/02/2023 03:40:47 PM,41.754458054,-87.605282723,"(41.754458054, -87.605282723)"
12309877,JE162048,03/07/2021 03:45:00 PM,100XX S NORMAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2232,22,9.0,73.0,08B,1174731.0,1838497.0,2021,03/14/2021 03:40:53 PM,41.712222382,-87.6356896,"(41.712222382, -87.6356896)"
13104245,JG297837,05/29/2023 03:00:00 PM,020XX W 80TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,611,6,18.0,71.0,11,1164114.0,1851599.0,2023,08/19/2023 03:40:26 PM,41.74840579,-87.674204764,"(41.74840579, -87.674204764)"
11976733,JD146132,02/09/2020 09:30:00 PM,003XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,111,1,42.0,32.0,06,1177248.0,1902266.0,2020,02/16/2020 03:43:38 PM,41.887154215,-87.624545946,"(41.887154215, -87.624545946)"
12405108,JE278074,06/24/2021 01:01:00 PM,095XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,431,4,7.0,51.0,14,1190183.0,1842108.0,2021,07/01/2021 03:40:37 PM,41.721773858,-87.578984755,"(41.721773858, -87.578984755)"
12082282,JD268965,06/19/2020 10:24:00 AM,037XX W CHICAGO AVE,0460,BATTERY,SIMPLE,GAS STATION,False,False,1112,11,27.0,23.0,08B,1151088.0,1905077.0,2020,06/26/2020 03:41:43 PM,41.895420644,-87.720539406,"(41.895420644, -87.720539406)"
13373461,JH157942,02/19/2024 01:41:00 PM,058XX N SPAULDING AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,1711,17,39.0,13.0,08A,1153317.0,1938682.0,2024,12/21/2024 03:40:46 PM,41.987591294,-87.711457383,"(41.987591294, -87.711457383)"
13687366,JH536982,12/04/2024 10:30:00 AM,060XX S PULASKI RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,COMMERCIAL / BUSINESS OFFICE,False,False,813,8,23.0,65.0,24,1150732.0,1864430.0,2024,05/17/2025 03:40:52 PM,41.783887007,-87.7229079,"(41.783887007, -87.7229079)"
13193466,JG403804,08/21/2023 01:29:00 PM,032XX W ADAMS ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SCHOOL - PUBLIC GROUNDS,False,False,1124,11,28.0,27.0,04B,1154752.0,1898890.0,2023,09/01/2023 03:42:06 PM,41.878370307,-87.707248137,"(41.878370307, -87.707248137)"
13648411,JH489637,10/31/2024 01:50:00 AM,031XX S DR MARTIN LUTHER KING JR DR,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,STREET,True,False,211,2,4.0,35.0,15,1179324.0,1884357.0,2024,05/17/2025 03:40:52 PM,41.837963548,-87.617470765,"(41.837963548, -87.617470765)"
13186012,JG394983,08/23/2023 07:57:00 PM,014XX N SPRINGFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,2535,25,26.0,23.0,26,1150117.0,1909245.0,2023,09/11/2023 03:40:59 PM,41.906877029,-87.723996951,"(41.906877029, -87.723996951)"
12921501,JF508726,12/12/2022 01:00:00 PM,082XX S PEORIA ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,613,6,21.0,71.0,04A,1171744.0,1850167.0,2022,01/03/2023 03:40:27 PM,41.744312399,-87.646287706,"(41.744312399, -87.646287706)"
12456349,JE341840,08/17/2021 12:40:00 PM,082XX S CHAPPEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,414,4,8.0,46.0,14,1191288.0,1850767.0,2021,08/24/2021 03:41:17 PM,41.745508336,-87.574657823,"(41.745508336, -87.574657823)"
12109054,JD301058,07/17/2020 09:35:00 PM,109XX S WENTWORTH AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,513,5,34.0,49.0,04B,1176883.0,1832569.0,2020,07/24/2020 03:41:30 PM,41.695906992,-87.627986207,"(41.695906992, -87.627986207)"
12142554,JD340333,08/20/2020 07:30:00 PM,039XX W 61ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,823,8,23.0,65.0,11,1151223.0,1863863.0,2020,08/27/2020 03:41:23 PM,41.782321491,-87.721122492,"(41.782321491, -87.721122492)"
13578397,JH405612,08/28/2024 12:00:00 PM,099XX S WESTERN AVE,0460,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",False,False,2211,22,19.0,72.0,08B,1162130.0,1838759.0,2024,05/17/2025 03:40:52 PM,41.713212258,-87.681830995,"(41.713212258, -87.681830995)"
13401410,JH191703,03/17/2024 09:10:00 PM,047XX W BELMONT AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1731,17,30.0,15.0,26,1144338.0,1920857.0,2024,12/21/2024 03:40:46 PM,41.93885221,-87.744933152,"(41.93885221, -87.744933152)"
12856456,JF431079,10/11/2022 11:25:00 PM,007XX W WRIGHTWOOD AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,False,False,1935,19,43.0,7.0,03,1171077.0,1917503.0,2022,01/03/2023 03:40:27 PM,41.929103016,-87.646759546,"(41.929103016, -87.646759546)"
12346333,JE206630,04/20/2021 01:47:00 PM,049XX N CLAREMONT AVE,0810,THEFT,OVER $500,SCHOOL - PRIVATE GROUNDS,False,False,2031,20,40.0,4.0,06,1159802.0,1932681.0,2021,04/27/2021 03:40:13 PM,41.970992597,-87.687771513,"(41.970992597, -87.687771513)"
12309202,JE161691,03/07/2021 06:45:00 AM,064XX N WASHTENAW AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2412,24,50.0,2.0,05,1157156.0,1942633.0,2021,03/14/2021 03:40:53 PM,41.998355645,-87.697229349,"(41.998355645, -87.697229349)"
12209311,JD417932,10/31/2020 08:00:00 PM,034XX N PAULINA ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1922,19,47.0,6.0,06,1164378.0,1922888.0,2020,12/17/2020 03:40:05 PM,41.944024312,-87.671223371,"(41.944024312, -87.671223371)"
13135798,JG335590,07/10/2023 12:46:00 PM,043XX W CORTEZ ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1111,11,37.0,23.0,11,1147138.0,1906640.0,2023,08/19/2023 03:40:26 PM,41.899786184,-87.7350069,"(41.899786184, -87.7350069)"
13673908,JH520471,11/25/2024 12:00:00 AM,010XX W FULTON MARKET,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,False,False,1214,12,27.0,28.0,26,1169321.0,1902043.0,2024,05/17/2025 03:40:52 PM,41.886718269,-87.653662412,"(41.886718269, -87.653662412)"
13517251,JH332423,06/30/2024 09:27:00 PM,005XX N LONG AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1523,15,37.0,25.0,07,1140225.0,1903250.0,2024,05/17/2025 03:40:52 PM,41.890613108,-87.76048188,"(41.890613108, -87.76048188)"
13637829,JH476917,10/19/2024 03:30:00 AM,0000X W ELM ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1824,18,2.0,8.0,06,1175930.0,1908090.0,2024,05/17/2025 03:40:52 PM,41.90316534,-87.629210442,"(41.90316534, -87.629210442)"
11954027,JD118701,01/15/2020 06:00:00 PM,032XX N WILTON AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1924,19,44.0,6.0,06,1169369.0,1921751.0,2020,01/22/2020 03:42:38 PM,41.94079708,-87.652911984,"(41.94079708, -87.652911984)"
12544857,JE449830,11/18/2021 08:30:00 PM,002XX E 47TH ST,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,215,2,3.0,38.0,08B,1178501.0,1873910.0,2021,11/25/2021 03:40:18 PM,41.809314925,-87.620808615,"(41.809314925, -87.620808615)"
12728657,JF278236,06/11/2022 06:01:00 PM,051XX S TROY ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,False,923,9,14.0,63.0,26,1156247.0,1870420.0,2022,01/03/2023 03:40:27 PM,41.800215195,-87.702526536,"(41.800215195, -87.702526536)"
12927754,JF516585,12/19/2022 06:15:00 PM,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18,42.0,8.0,06,1177295.0,1905482.0,2022,01/03/2023 03:40:27 PM,41.895978014,-87.624275756,"(41.895978014, -87.624275756)"
11976535,JD145787,01/14/2020 09:00:00 AM,007XX E 82ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,631,6,8.0,44.0,06,1182775.0,1850795.0,2020,02/12/2020 03:39:39 PM,41.745786905,-87.605849743,"(41.745786905, -87.605849743)"
12358256,JE221214,05/06/2021 04:28:00 AM,043XX S KEDVALE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,False,False,815,8,14.0,57.0,15,1149404.0,1875489.0,2021,05/13/2021 03:40:50 PM,41.814260341,-87.727491126,"(41.814260341, -87.727491126)"
12354069,JE216275,01/01/2021 12:00:00 AM,016XX W HOWARD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,True,2422,24,49.0,1.0,11,1163887.0,1950346.0,2021,05/04/2021 03:40:05 PM,42.019380398,-87.672249127,"(42.019380398, -87.672249127)"
13211857,JG425274,09/15/2023 11:57:00 AM,027XX N ELSTON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1432,14,32.0,22.0,11,1160225.0,1918239.0,2023,09/23/2023 03:42:06 PM,41.931354176,-87.686616821,"(41.931354176, -87.686616821)"
13147268,JG348974,07/03/2023 03:00:00 PM,068XX S UNION AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,723,7,6.0,68.0,06,1172916.0,1859607.0,2023,08/19/2023 03:40:26 PM,41.770191176,-87.6417153,"(41.770191176, -87.6417153)"
12337061,JE195460,04/10/2021 12:00:00 AM,032XX W MADISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,True,1123,11,28.0,27.0,08A,1154869.0,1899836.0,2021,04/17/2021 03:40:53 PM,41.880963885,-87.706793179,"(41.880963885, -87.706793179)"
12941092,JG103209,01/03/2023 04:30:00 PM,076XX S STONY ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,411,4,5.0,43.0,08B,1188134.0,1854823.0,2023,08/19/2023 03:40:26 PM,41.756714109,-87.586085395,"(41.756714109, -87.586085395)"
13134663,JG334074,07/07/2023 10:30:00 PM,081XX S DREXEL AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,631,6,8.0,44.0,07,1183652.0,1851153.0,2023,08/19/2023 03:40:26 PM,41.746748904,-87.602625138,"(41.746748904, -87.602625138)"
12876384,JF454979,10/30/2022 12:01:00 AM,053XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,923,9,14.0,63.0,07,1160942.0,1869239.0,2022,01/03/2023 03:40:27 PM,41.796878539,-87.685341108,"(41.796878539, -87.685341108)"
12275890,JE120196,01/22/2021 11:30:00 AM,080XX W BELMONT AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1631,16,38.0,17.0,08A,1121616.0,1920296.0,2021,01/29/2021 03:41:00 PM,41.937710348,-87.828456153,"(41.937710348, -87.828456153)"
13635718,JH473767,10/18/2024 09:20:00 PM,050XX W FULLERTON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,False,False,2521,25,31.0,19.0,03,1142427.0,1915491.0,2024,05/17/2025 03:40:52 PM,41.924163149,-87.752090341,"(41.924163149, -87.752090341)"
12451072,JE327689,08/05/2021 08:00:00 PM,066XX S MARYLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),False,False,321,3,5.0,42.0,07,1183035.0,1861186.0,2021,08/14/2021 03:39:55 PM,41.774294823,-87.60457451,"(41.774294823, -87.60457451)"
12943838,JG106170,01/06/2023 07:30:00 AM,045XX W NORTH AVE,031A,ROBBERY,ARMED - HANDGUN,BANK,False,False,2533,25,37.0,23.0,03,1146066.0,1910251.0,2023,08/19/2023 03:40:26 PM,41.909715599,-87.73885249,"(41.909715599, -87.73885249)"
12050058,JD231015,03/13/2020 06:00:00 PM,020XX N Western Ave,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1431,14,1.0,22.0,06,1160037.0,1913514.0,2020,05/31/2020 03:40:06 PM,41.918392337,-87.687438477,"(41.918392337, -87.687438477)"
11953286,JD117755,01/16/2020 12:20:00 PM,029XX S WABASH AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,133,1,3.0,35.0,08B,1177204.0,1885498.0,2020,03/25/2020 03:53:41 PM,41.841142759,-87.625215429,"(41.841142759, -87.625215429)"
12341401,JE200774,04/16/2021 03:24:00 AM,041XX N MOBILE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1624,16,38.0,15.0,08B,1133617.0,1926830.0,2021,04/23/2021 03:41:09 PM,41.95543793,-87.784195514,"(41.95543793, -87.784195514)"
12574061,JE485087,12/21/2021 04:02:00 PM,004XX E 111TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,GROCERY FOOD STORE,False,False,531,5,9.0,49.0,04A,1181013.0,1831450.0,2021,12/28/2021 03:43:54 PM,41.692742497,-87.612899161,"(41.692742497, -87.612899161)"
